state_name,district_name,block_name,blcode11,village_name,vil_encode,service_level,TotalHab,TotalNoofHouseholds,HousesWithTaps,NoofSchool,School_TapCon,RunningWater_In_Toilet_Urinals_School,hand_wash_avail_School,NoofBal_Agan,Bal_Agan_TapCon,RunningWater_In_Toilet_Urinals_Agan,hand_wash_avail_Agan,JJMStatus,SCCurrentPop,STCurrentPop,GENCurrentPop,TotalCurrentPop
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Trindian,11112517121,55.0,1,407,401,4,4,4,4,3,3,3,3,In progress,854,0,1184,2038
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Ramgarh,11112516651,52.86,6,683,673,17,17,17,17,6,6,6,6,In progress,918,0,1535,2453
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Bandral,11112516661,55.0,1,362,362,3,3,3,3,5,5,5,5,100% Har Ghar Jal,729,29,876,1634
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Bakhri,11112516681,55.0,4,175,175,2,2,2,2,3,3,3,3,100% Har Ghar Jal,21,119,575,715
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Ramloo,11112516721,54.98,6,425,425,3,3,3,3,8,8,8,8,100% Har Ghar Jal,301,0,1817,2118
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kotli Matkalian,11112516751,55.0,1,98,98,1,1,1,1,1,1,1,1,100% Har Ghar Jal,0,0,193,193
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Nand Pur,11112516761,55.0,1,55,55,6,6,6,6,0,0,0,0,100% Har Ghar Jal,0,0,217,217
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Khour Salarian,11112516771,55.0,1,160,160,3,3,3,3,2,2,2,2,100% Har Ghar Jal,293,16,277,586
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Mandyal,11112516551,55.08,3,163,163,3,3,3,3,3,3,3,3,100% Har Ghar Jal,276,0,228,504
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kandriyal,11112516561,55.0,1,45,45,2,2,2,2,1,1,1,1,100% Har Ghar Jal,105,0,65,170
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Dafyal,11112516571,55.0,2,98,98,2,2,2,2,4,4,4,4,100% Har Ghar Jal,30,0,330,360
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Samdhu,11112516581,55.0,4,185,185,1,1,1,1,1,1,1,1,100% Har Ghar Jal,494,0,404,898
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Swankha,11112516591,55.0,2,638,638,4,4,4,4,4,4,4,4,100% Har Ghar Jal,1235,90,1799,3124
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Jerdha,11112516611,55.0,4,157,157,1,1,1,1,3,3,3,3,100% Har Ghar Jal,69,0,599,668
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kullian,11112516871,55.0,1,162,162,1,1,1,1,1,1,1,1,100% Har Ghar Jal,10,0,341,351
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Jawahar,11112516881,55.0,1,129,129,1,1,1,1,1,1,1,1,100% Har Ghar Jal,438,0,207,645
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Daboj,11112516891,55.0,3,297,297,4,4,4,4,3,3,3,3,100% Har Ghar Jal,677,0,684,1361
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kamalla,111125168%3A1,55.0,1,324,324,1,1,1,1,1,1,1,1,100% Har Ghar Jal,60,0,819,879
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Dugchanni,11112516911,55.0,1,340,340,2,2,2,2,5,5,5,5,100% Har Ghar Jal,406,0,1301,1707
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Shamma Chak,11112516921,55.0,1,66,66,1,1,1,1,0,0,0,0,100% Har Ghar Jal,5,0,141,146
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Rakwalan,11112516951,55.0,2,352,352,3,3,3,3,3,3,3,3,100% Har Ghar Jal,906,0,470,1376
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Raika,11112516961,55.0,1,296,296,1,1,1,1,1,1,1,1,100% Har Ghar Jal,78,0,1205,1283
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Raika Labana,11112516981,55.0,1,29,29,2,2,2,2,4,4,4,4,100% Har Ghar Jal,4,0,114,118
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Jasso,111125169%3A1,55.0,1,36,36,0,0,0,0,0,0,0,0,100% Har Ghar Jal,0,0,125,125
Jammu&Kashmir,Samba,Ramgarh,7%3A481,MAHAL SHAH,11112516%3A11,55.0,4,124,124,1,1,1,1,2,2,2,2,100% Har Ghar Jal,312,0,311,623
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Rada,11112516%3A21,55.0,1,406,406,1,1,1,1,4,4,4,4,100% Har Ghar Jal,342,0,1407,1749
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Karalian,11112517131,55.0,1,266,266,1,1,1,1,5,5,5,5,100% Har Ghar Jal,40,19,1134,1193
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Radwan Khurd,11112517141,55.0,1,22,22,2,2,2,2,3,3,3,3,100% Har Ghar Jal,0,0,87,87
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kajyak Kalan,11112517151,55.0,2,246,246,4,4,4,4,2,2,2,2,100% Har Ghar Jal,387,0,747,1134
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Bhakri,11112517161,55.0,1,230,230,1,1,1,1,0,0,0,0,100% Har Ghar Jal,112,0,415,527
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kajyal Khurd,11112517171,55.0,1,35,35,1,1,1,1,0,0,0,0,100% Har Ghar Jal,0,0,162,162
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Bagla,11112517181,55.0,2,189,189,0,0,0,0,1,1,1,1,100% Har Ghar Jal,211,5,697,913
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Ramgarh,11112517191,55.0,1,18,18,4,4,4,4,8,8,8,8,100% Har Ghar Jal,68,0,10,78
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Salaria,11112517211,55.0,4,280,280,5,5,5,5,4,4,4,4,100% Har Ghar Jal,53,0,767,820
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Shame Chak,11112517231,55.0,4,174,174,2,2,2,2,7,7,7,7,100% Har Ghar Jal,152,0,652,804
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Ramloo,11112517241,55.0,1,192,192,3,3,3,3,2,2,2,2,100% Har Ghar Jal,726,0,414,1140
Jammu&Kashmir,Samba,Ramgarh,7%3A481,PAKHRI ,11112517251,55.0,2,66,66,6,6,6,6,7,7,7,7,100% Har Ghar Jal,15,0,190,205
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Gho Brahmna,11112517261,55.0,2,385,385,7,7,7,7,7,7,7,7,100% Har Ghar Jal,125,8,1466,1599
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Radian,11112517271,55.0,1,302,302,2,2,2,2,2,2,2,2,100% Har Ghar Jal,386,0,879,1265
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Kallah,11112517281,55.0,1,188,188,2,2,2,2,2,2,2,2,100% Har Ghar Jal,348,0,596,944
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Guran,11112517291,55.0,1,50,50,1,1,1,1,1,1,1,1,100% Har Ghar Jal,88,0,209,297
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Jhangh,111125172%3A1,55.0,2,311,311,2,2,2,2,5,5,5,5,100% Har Ghar Jal,312,0,1005,1317
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Bakhri,11112517331,55.0,1,133,133,1,1,1,1,7,7,7,7,100% Har Ghar Jal,0,0,666,666
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Gokale Chak,11112516631,55.0,2,335,335,1,1,1,1,2,2,2,2,100% Har Ghar Jal,825,0,808,1633
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Dhoop Charoi,11112516641,55.0,3,225,225,1,1,1,1,3,3,3,3,100% Har Ghar Jal,537,0,542,1079
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Badali,11112516%3A51,1.0,1,175,175,3,3,3,3,2,2,2,2,100% Har Ghar Jal,245,0,622,867
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Nazwal,11112516%3A%3A1,55.0,1,77,77,2,2,2,2,0,0,0,0,100% Har Ghar Jal,87,0,119,206
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Rampur,11112516%3A71,55.0,1,254,254,1,1,1,1,3,3,3,3,100% Har Ghar Jal,63,0,615,678
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Gudwal,11112516%3A81,55.0,2,786,786,3,3,3,3,3,3,3,3,100% Har Ghar Jal,570,0,2277,2847
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Babral,11117247931,55.0,1,140,140,2,2,2,2,4,4,4,4,100% Har Ghar Jal,32,0,655,687
